x,y,discipline,image,lieu,n,present
6,1,Tennis,icones/Tennis.svg,Stade nautique-Bassin eau calme,NA,non
6,1,Tennis,icones/Tennis.svg,Arena Porte de La Chapelle,NA,non
6,1,Tennis,icones/Tennis.svg,Stade Pierre-Mauroy,NA,non
6,1,Tennis,icones/Tennis.svg,Arena Bercy,NA,non
6,1,Tennis,icones/Tennis.svg,Concorde,NA,non
6,1,Tennis,icones/Tennis.svg,Stade tour Eiffel,NA,non
6,1,Tennis,icones/Tennis.svg,Stade BMX,NA,non
6,1,Tennis,icones/Tennis.svg,Stade Roland-Garros,107,oui
6,1,Tennis,icones/Tennis.svg,Arena Paris Nord,NA,non
6,1,Tennis,icones/Tennis.svg,Stade nautique-Bassin eau vive,NA,non
6,1,Tennis,icones/Tennis.svg,Vélodrome national,NA,non
6,1,Tennis,icones/Tennis.svg,Invalides-Pont Alexandre-III,NA,non
6,1,Tennis,icones/Tennis.svg,Site d'escalade,NA,non
6,1,Tennis,icones/Tennis.svg,Grand Palais,NA,non
6,1,Tennis,icones/Tennis.svg,Parc des Princes,NA,non
6,1,Tennis,icones/Tennis.svg,Stade Geoffroy-Guichard,NA,non
6,1,Tennis,icones/Tennis.svg,Stade de la Beaujoire,NA,non
6,1,Tennis,icones/Tennis.svg,Stade de Nice,NA,non
6,1,Tennis,icones/Tennis.svg,Stade de Bordeaux,NA,non
6,1,Tennis,icones/Tennis.svg,Stade de Lyon,NA,non
6,1,Tennis,icones/Tennis.svg,Stade de Marseille,NA,non
6,1,Tennis,icones/Tennis.svg,Golf national,NA,non
6,1,Tennis,icones/Tennis.svg,Arena Paris Sud,NA,non
6,1,Tennis,icones/Tennis.svg,Stade Yves-du-Manoir,NA,non
6,1,Tennis,icones/Tennis.svg,Arena Champ-de-Mars,NA,non
6,1,Tennis,icones/Tennis.svg,Paris La Défense Arena,NA,non
6,1,Tennis,icones/Tennis.svg,Centre aquatique,NA,non
6,1,Tennis,icones/Tennis.svg,Pont Alexandre-III,NA,non
6,1,Tennis,icones/Tennis.svg,Château de Versailles,NA,non
6,1,Tennis,icones/Tennis.svg,Teahupoo,NA,non
6,1,Tennis,icones/Tennis.svg,Centre national de tir,NA,non
6,1,Tennis,icones/Tennis.svg,Invalides,NA,non
6,1,Tennis,icones/Tennis.svg,Marina de Marseille,NA,non
6,1,Tennis,icones/Tennis.svg,Colline d'Elancourt,NA,non
6,1,Tennis,icones/Tennis.svg,Arena Paris Sud 1,NA,non
6,1,Tennis,icones/Tennis.svg,Stade Tour Eiffel,NA,non
6,1,Tennis,icones/Tennis.svg,Arena Paris Sud 6,NA,non
6,1,Tennis,icones/Tennis.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
6,1,Tennis,icones/Tennis.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
6,1,Tennis,icones/Tennis.svg,Clichy-sous-Bois,NA,non
6,1,Tennis,icones/Tennis.svg,Centre National de Tir de Châteauroux,NA,non
6,1,Tennis,icones/Tennis.svg,Pont Alexandre III,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Quais de Seine,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade de France,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Trocadéro,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Hôtel de ville-Invalides,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade nautique-Bassin eau calme,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Porte de La Chapelle,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade Pierre-Mauroy,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Bercy,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Concorde,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade tour Eiffel,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade BMX,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade Roland-Garros,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Paris Nord,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade nautique-Bassin eau vive,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Vélodrome national,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Invalides-Pont Alexandre-III,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Site d'escalade,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Grand Palais,24,oui
7,1,Taekwondo,icones/Taekwondo.svg,Parc des Princes,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade Geoffroy-Guichard,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade de la Beaujoire,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade de Nice,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade de Bordeaux,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade de Lyon,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade de Marseille,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Golf national,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Paris Sud,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade Yves-du-Manoir,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Champ-de-Mars,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Paris La Défense Arena,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Centre aquatique,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Pont Alexandre-III,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Château de Versailles,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Teahupoo,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Centre national de tir,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Invalides,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Marina de Marseille,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Colline d'Elancourt,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Paris Sud 1,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade Tour Eiffel,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Arena Paris Sud 6,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Clichy-sous-Bois,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Centre National de Tir de Châteauroux,NA,non
7,1,Taekwondo,icones/Taekwondo.svg,Pont Alexandre III,NA,non
1,2,Surf,icones/Surf.svg,Quais de Seine,NA,non
1,2,Surf,icones/Surf.svg,Stade de France,NA,non
1,2,Surf,icones/Surf.svg,Trocadéro,NA,non
1,2,Surf,icones/Surf.svg,Hôtel de ville-Invalides,NA,non
1,2,Surf,icones/Surf.svg,Stade nautique-Bassin eau calme,NA,non
1,2,Surf,icones/Surf.svg,Arena Porte de La Chapelle,NA,non
1,2,Surf,icones/Surf.svg,Stade Pierre-Mauroy,NA,non
1,2,Surf,icones/Surf.svg,Arena Bercy,NA,non
1,2,Surf,icones/Surf.svg,Concorde,NA,non
1,2,Surf,icones/Surf.svg,Stade tour Eiffel,NA,non
1,2,Surf,icones/Surf.svg,Stade BMX,NA,non
1,2,Surf,icones/Surf.svg,Stade Roland-Garros,NA,non
1,2,Surf,icones/Surf.svg,Arena Paris Nord,NA,non
1,2,Surf,icones/Surf.svg,Stade nautique-Bassin eau vive,NA,non
1,2,Surf,icones/Surf.svg,Vélodrome national,NA,non
1,2,Surf,icones/Surf.svg,Invalides-Pont Alexandre-III,NA,non
1,2,Surf,icones/Surf.svg,Site d'escalade,NA,non
1,2,Surf,icones/Surf.svg,Grand Palais,NA,non
1,2,Surf,icones/Surf.svg,Parc des Princes,NA,non
1,2,Surf,icones/Surf.svg,Stade Geoffroy-Guichard,NA,non
1,2,Surf,icones/Surf.svg,Stade de la Beaujoire,NA,non
1,2,Surf,icones/Surf.svg,Stade de Nice,NA,non
1,2,Surf,icones/Surf.svg,Stade de Bordeaux,NA,non
1,2,Surf,icones/Surf.svg,Stade de Lyon,NA,non
1,2,Surf,icones/Surf.svg,Stade de Marseille,NA,non
1,2,Surf,icones/Surf.svg,Golf national,NA,non
1,2,Surf,icones/Surf.svg,Arena Paris Sud,NA,non
1,2,Surf,icones/Surf.svg,Stade Yves-du-Manoir,NA,non
1,2,Surf,icones/Surf.svg,Arena Champ-de-Mars,NA,non
1,2,Surf,icones/Surf.svg,Paris La Défense Arena,NA,non
1,2,Surf,icones/Surf.svg,Centre aquatique,NA,non
1,2,Surf,icones/Surf.svg,Pont Alexandre-III,NA,non
1,2,Surf,icones/Surf.svg,Château de Versailles,NA,non
1,2,Surf,icones/Surf.svg,Teahupoo,14,oui
1,2,Surf,icones/Surf.svg,Centre national de tir,NA,non
1,2,Surf,icones/Surf.svg,Invalides,NA,non
1,2,Surf,icones/Surf.svg,Marina de Marseille,NA,non
1,2,Surf,icones/Surf.svg,Colline d'Elancourt,NA,non
1,2,Surf,icones/Surf.svg,Arena Paris Sud 1,NA,non
1,2,Surf,icones/Surf.svg,Stade Tour Eiffel,NA,non
1,2,Surf,icones/Surf.svg,Arena Paris Sud 6,NA,non
1,2,Surf,icones/Surf.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
1,2,Surf,icones/Surf.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
1,2,Surf,icones/Surf.svg,Clichy-sous-Bois,NA,non
1,2,Surf,icones/Surf.svg,Centre National de Tir de Châteauroux,NA,non
1,2,Surf,icones/Surf.svg,Pont Alexandre III,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Quais de Seine,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade de France,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Trocadéro,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Hôtel de ville-Invalides,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade nautique-Bassin eau calme,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Porte de La Chapelle,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade Pierre-Mauroy,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Bercy,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Concorde,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade tour Eiffel,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade BMX,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade Roland-Garros,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Paris Nord,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade nautique-Bassin eau vive,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Vélodrome national,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Invalides-Pont Alexandre-III,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Site d'escalade,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Grand Palais,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Parc des Princes,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade Geoffroy-Guichard,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade de la Beaujoire,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade de Nice,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade de Bordeaux,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade de Lyon,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade de Marseille,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Golf national,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Paris Sud,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade Yves-du-Manoir,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Champ-de-Mars,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Paris La Défense Arena,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Centre aquatique,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Pont Alexandre-III,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Château de Versailles,11,oui
2,2,Sports équestres,icones/Sports équestres.svg,Teahupoo,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Centre national de tir,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Invalides,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Marina de Marseille,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Colline d'Elancourt,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Paris Sud 1,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade Tour Eiffel,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Arena Paris Sud 6,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Clichy-sous-Bois,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Centre National de Tir de Châteauroux,NA,non
2,2,Sports équestres,icones/Sports équestres.svg,Pont Alexandre III,NA,non
3,2,Skateboard,icones/Skateboard.svg,Quais de Seine,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade de France,NA,non
3,2,Skateboard,icones/Skateboard.svg,Trocadéro,NA,non
3,2,Skateboard,icones/Skateboard.svg,Hôtel de ville-Invalides,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade nautique-Bassin eau calme,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Porte de La Chapelle,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade Pierre-Mauroy,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Bercy,NA,non
3,2,Skateboard,icones/Skateboard.svg,Concorde,8,oui
3,2,Skateboard,icones/Skateboard.svg,Stade tour Eiffel,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade BMX,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade Roland-Garros,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Paris Nord,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade nautique-Bassin eau vive,NA,non
3,2,Skateboard,icones/Skateboard.svg,Vélodrome national,NA,non
3,2,Skateboard,icones/Skateboard.svg,Invalides-Pont Alexandre-III,NA,non
3,2,Skateboard,icones/Skateboard.svg,Site d'escalade,NA,non
3,2,Skateboard,icones/Skateboard.svg,Grand Palais,NA,non
3,2,Skateboard,icones/Skateboard.svg,Parc des Princes,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade Geoffroy-Guichard,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade de la Beaujoire,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade de Nice,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade de Bordeaux,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade de Lyon,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade de Marseille,NA,non
3,2,Skateboard,icones/Skateboard.svg,Golf national,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Paris Sud,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade Yves-du-Manoir,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Champ-de-Mars,NA,non
3,2,Skateboard,icones/Skateboard.svg,Paris La Défense Arena,NA,non
3,2,Skateboard,icones/Skateboard.svg,Centre aquatique,NA,non
3,2,Skateboard,icones/Skateboard.svg,Pont Alexandre-III,NA,non
3,2,Skateboard,icones/Skateboard.svg,Château de Versailles,NA,non
3,2,Skateboard,icones/Skateboard.svg,Teahupoo,NA,non
3,2,Skateboard,icones/Skateboard.svg,Centre national de tir,NA,non
3,2,Skateboard,icones/Skateboard.svg,Invalides,NA,non
3,2,Skateboard,icones/Skateboard.svg,Marina de Marseille,NA,non
3,2,Skateboard,icones/Skateboard.svg,Colline d'Elancourt,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Paris Sud 1,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade Tour Eiffel,NA,non
3,2,Skateboard,icones/Skateboard.svg,Arena Paris Sud 6,NA,non
3,2,Skateboard,icones/Skateboard.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
3,2,Skateboard,icones/Skateboard.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
3,2,Skateboard,icones/Skateboard.svg,Clichy-sous-Bois,NA,non
3,2,Skateboard,icones/Skateboard.svg,Centre National de Tir de Châteauroux,NA,non
3,2,Skateboard,icones/Skateboard.svg,Pont Alexandre III,NA,non
4,2,Rugby,icones/Rugby.svg,Quais de Seine,NA,non
4,2,Rugby,icones/Rugby.svg,Stade de France,24,oui
4,2,Rugby,icones/Rugby.svg,Trocadéro,NA,non
4,2,Rugby,icones/Rugby.svg,Hôtel de ville-Invalides,NA,non
4,2,Rugby,icones/Rugby.svg,Stade nautique-Bassin eau calme,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Porte de La Chapelle,NA,non
4,2,Rugby,icones/Rugby.svg,Stade Pierre-Mauroy,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Bercy,NA,non
4,2,Rugby,icones/Rugby.svg,Concorde,NA,non
4,2,Rugby,icones/Rugby.svg,Stade tour Eiffel,NA,non
4,2,Rugby,icones/Rugby.svg,Stade BMX,NA,non
4,2,Rugby,icones/Rugby.svg,Stade Roland-Garros,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Paris Nord,NA,non
4,2,Rugby,icones/Rugby.svg,Stade nautique-Bassin eau vive,NA,non
4,2,Rugby,icones/Rugby.svg,Vélodrome national,NA,non
4,2,Rugby,icones/Rugby.svg,Invalides-Pont Alexandre-III,NA,non
4,2,Rugby,icones/Rugby.svg,Site d'escalade,NA,non
4,2,Rugby,icones/Rugby.svg,Grand Palais,NA,non
4,2,Rugby,icones/Rugby.svg,Parc des Princes,NA,non
4,2,Rugby,icones/Rugby.svg,Stade Geoffroy-Guichard,NA,non
4,2,Rugby,icones/Rugby.svg,Stade de la Beaujoire,NA,non
4,2,Rugby,icones/Rugby.svg,Stade de Nice,NA,non
4,2,Rugby,icones/Rugby.svg,Stade de Bordeaux,NA,non
4,2,Rugby,icones/Rugby.svg,Stade de Lyon,NA,non
4,2,Rugby,icones/Rugby.svg,Stade de Marseille,NA,non
4,2,Rugby,icones/Rugby.svg,Golf national,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Paris Sud,NA,non
4,2,Rugby,icones/Rugby.svg,Stade Yves-du-Manoir,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Champ-de-Mars,NA,non
4,2,Rugby,icones/Rugby.svg,Paris La Défense Arena,NA,non
4,2,Rugby,icones/Rugby.svg,Centre aquatique,NA,non
4,2,Rugby,icones/Rugby.svg,Pont Alexandre-III,NA,non
4,2,Rugby,icones/Rugby.svg,Château de Versailles,NA,non
4,2,Rugby,icones/Rugby.svg,Teahupoo,NA,non
4,2,Rugby,icones/Rugby.svg,Centre national de tir,NA,non
4,2,Rugby,icones/Rugby.svg,Invalides,NA,non
4,2,Rugby,icones/Rugby.svg,Marina de Marseille,NA,non
4,2,Rugby,icones/Rugby.svg,Colline d'Elancourt,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Paris Sud 1,NA,non
4,2,Rugby,icones/Rugby.svg,Stade Tour Eiffel,NA,non
4,2,Rugby,icones/Rugby.svg,Arena Paris Sud 6,NA,non
4,2,Rugby,icones/Rugby.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
4,2,Rugby,icones/Rugby.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
4,2,Rugby,icones/Rugby.svg,Clichy-sous-Bois,NA,non
4,2,Rugby,icones/Rugby.svg,Centre National de Tir de Châteauroux,NA,non
4,2,Rugby,icones/Rugby.svg,Pont Alexandre III,NA,non
5,2,Plongeon,icones/Plongeon.svg,Quais de Seine,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade de France,NA,non
5,2,Plongeon,icones/Plongeon.svg,Trocadéro,NA,non
5,2,Plongeon,icones/Plongeon.svg,Hôtel de ville-Invalides,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade nautique-Bassin eau calme,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Porte de La Chapelle,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade Pierre-Mauroy,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Bercy,NA,non
5,2,Plongeon,icones/Plongeon.svg,Concorde,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade tour Eiffel,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade BMX,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade Roland-Garros,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Paris Nord,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade nautique-Bassin eau vive,NA,non
5,2,Plongeon,icones/Plongeon.svg,Vélodrome national,NA,non
5,2,Plongeon,icones/Plongeon.svg,Invalides-Pont Alexandre-III,NA,non
5,2,Plongeon,icones/Plongeon.svg,Site d'escalade,NA,non
5,2,Plongeon,icones/Plongeon.svg,Grand Palais,NA,non
5,2,Plongeon,icones/Plongeon.svg,Parc des Princes,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade Geoffroy-Guichard,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade de la Beaujoire,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade de Nice,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade de Bordeaux,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade de Lyon,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade de Marseille,NA,non
5,2,Plongeon,icones/Plongeon.svg,Golf national,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Paris Sud,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade Yves-du-Manoir,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Champ-de-Mars,NA,non
5,2,Plongeon,icones/Plongeon.svg,Paris La Défense Arena,NA,non
5,2,Plongeon,icones/Plongeon.svg,Centre aquatique,16,oui
5,2,Plongeon,icones/Plongeon.svg,Pont Alexandre-III,NA,non
5,2,Plongeon,icones/Plongeon.svg,Château de Versailles,NA,non
5,2,Plongeon,icones/Plongeon.svg,Teahupoo,NA,non
5,2,Plongeon,icones/Plongeon.svg,Centre national de tir,NA,non
5,2,Plongeon,icones/Plongeon.svg,Invalides,NA,non
5,2,Plongeon,icones/Plongeon.svg,Marina de Marseille,NA,non
5,2,Plongeon,icones/Plongeon.svg,Colline d'Elancourt,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Paris Sud 1,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade Tour Eiffel,NA,non
5,2,Plongeon,icones/Plongeon.svg,Arena Paris Sud 6,NA,non
5,2,Plongeon,icones/Plongeon.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
5,2,Plongeon,icones/Plongeon.svg,Vélodrome National de Saint-Quentin-en-Yvelines,NA,non
5,2,Plongeon,icones/Plongeon.svg,Clichy-sous-Bois,NA,non
5,2,Plongeon,icones/Plongeon.svg,Centre National de Tir de Châteauroux,NA,non
5,2,Plongeon,icones/Plongeon.svg,Pont Alexandre III,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Quais de Seine,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade de France,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Trocadéro,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Hôtel de ville-Invalides,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade nautique-Bassin eau calme,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Porte de La Chapelle,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade Pierre-Mauroy,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Bercy,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Concorde,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade tour Eiffel,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade BMX,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade Roland-Garros,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Paris Nord,2,oui
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade nautique-Bassin eau vive,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Vélodrome national,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Invalides-Pont Alexandre-III,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Site d'escalade,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Grand Palais,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Parc des Princes,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade Geoffroy-Guichard,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade de la Beaujoire,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade de Nice,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade de Bordeaux,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade de Lyon,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade de Marseille,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Golf national,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Paris Sud,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade Yves-du-Manoir,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Champ-de-Mars,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Paris La Défense Arena,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Centre aquatique,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Pont Alexandre-III,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Château de Versailles,4,oui
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Teahupoo,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Centre national de tir,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Invalides,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Marina de Marseille,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Colline d'Elancourt,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Paris Sud 1,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade Tour Eiffel,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Arena Paris Sud 6,NA,non
6,2,"Pentathlon
moderne",icones/Pentathlon moderne.svg,Stade nautique de Vaires-sur-Marne - Bassin eaux calmes,NA,non
